[Gene ID]	[source_id]	[Gene Name or Symbol]	[Curated GO Processes]	[Curated GO Process IDs]	[EC numbers]	[Organism]	[Computed GO Process IDs]	[Computed GO Processes]	
CNAG_07409	CNAG_07409-t26_1	RPO41alpha	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006351	transcription, DNA-templated	
CNAG_07410	CNAG_07410-t26_1	CID1alpha	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07410	CNAG_07410-t26_2	CID1alpha	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07411	CNAG_07411-t26_1	RUM1alpha	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_07412	CNAG_07412-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07413	CNAG_07413-t26_1	NOG2	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07414	CNAG_07414-t26_1	PAN6	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0015940	pantothenate biosynthetic process	
CNAG_07415	CNAG_07415-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07416	CNAG_07416-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07417	CNAG_07417-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07418	CNAG_07418-t26_1	DCN1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07419	CNAG_07419-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07419	CNAG_07419-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07420	CNAG_07420-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07421	CNAG_07421-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07422	CNAG_07422-t26_1	DHA1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07423	CNAG_07423-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07424	CNAG_07424-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006351	transcription, DNA-templated	
CNAG_07425	CNAG_07425-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07426	CNAG_07426-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07427	CNAG_07427-t26_1	CCK2	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006468	protein phosphorylation	
CNAG_07428	CNAG_07428-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07429	CNAG_07429-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006421, GO:0006418	asparaginyl-tRNA aminoacylation, tRNA aminoacylation for protein translation	
CNAG_07430	CNAG_07430-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07431	CNAG_07431-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006855, GO:0055085	drug transmembrane transport, transmembrane transport	
CNAG_07432	CNAG_07432-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07433	CNAG_07433-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07434	CNAG_07434-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07434	CNAG_07434-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07435	CNAG_07435-t26_1	HAP2	melanin biosynthetic process	GO:0042438	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_07436	CNAG_07436-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07437	CNAG_07437-t26_1	ERG27	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07438	CNAG_07438-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07439	CNAG_07439-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006364	rRNA processing	
CNAG_07440	CNAG_07440-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07441	CNAG_07441-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006729	tetrahydrobiopterin biosynthetic process	
CNAG_07442	CNAG_07442-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07443	CNAG_07443-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07444	CNAG_07444-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07445	CNAG_07445-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_07446	CNAG_07446-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07447	CNAG_07447-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07448	CNAG_07448-t26_1	DUR3	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085, GO:0006810	transmembrane transport, transport	
CNAG_07449	CNAG_07449-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0003333, GO:0055085, GO:0006810	amino acid transmembrane transport, transmembrane transport, transport	
CNAG_07450	CNAG_07450-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07453	CNAG_07453-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07454	CNAG_07454-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07454	CNAG_07454-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07455	CNAG_07455-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07456	CNAG_07456-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07456	CNAG_07456-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07457	CNAG_07457-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07458	CNAG_07458-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07458	CNAG_07458-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07459	CNAG_07459-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07460	CNAG_07460-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_07461	CNAG_07461-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07462	CNAG_07462-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07463	CNAG_07463-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_07464	CNAG_07464-t26_1	MBS1	capsule organization, hyperosmotic response, melanin biosynthetic process, pathogenesis, response to antibiotic, response to drug, response to oxidative stress, response to sodium dodecyl sulfate	GO:0045230, GO:0006972, GO:0042438, GO:0009405, GO:0046677, GO:0042493, GO:0006979, GO:0072706	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_07465	CNAG_07465-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0044237, GO:0006351	cellular metabolic process, transcription, DNA-templated	
CNAG_07466	CNAG_07466-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07466	CNAG_07466-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07466	CNAG_07466-t26_3	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07469	CNAG_07469-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006810	transport	
CNAG_07470	CNAG_07470-t26_1	PDE2	capsule organization, melanin biosynthetic process	GO:0045230, GO:0042438	N/A	C. neoformans var. grubii H99	GO:0007165	signal transduction	
CNAG_07471	CNAG_07471-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07472	CNAG_07472-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07473	CNAG_07473-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006418, GO:0006438	tRNA aminoacylation for protein translation, valyl-tRNA aminoacylation	
CNAG_07474	CNAG_07474-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006886, GO:0006810, GO:0016192	intracellular protein transport, transport, vesicle-mediated transport	
CNAG_07475	CNAG_07475-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07476	CNAG_07476-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07477	CNAG_07477-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07477	CNAG_07477-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07478	CNAG_07478-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07479	CNAG_07479-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07480	CNAG_07480-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_07481	CNAG_07481-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0015693	magnesium ion transport	
CNAG_07482	CNAG_07482-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07483	CNAG_07483-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006260, GO:0006139	DNA replication, nucleobase-containing compound metabolic process	
CNAG_07485	CNAG_07485-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07485	CNAG_07485-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07486	CNAG_07486-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07487	CNAG_07487-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0015986	ATP synthesis coupled proton transport	
CNAG_07488	CNAG_07488-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07489	CNAG_07489-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07490	CNAG_07490-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07491	CNAG_07491-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0045454	cell redox homeostasis	
CNAG_07492	CNAG_07492-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07493	CNAG_07493-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07494	CNAG_07494-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006364	rRNA processing	
CNAG_07495	CNAG_07495-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07496	CNAG_07496-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07497	CNAG_07497-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07498	CNAG_07498-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07499	CNAG_07499-t26_1	CHS8	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006031	chitin biosynthetic process	
CNAG_07502	CNAG_07502-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006221	pyrimidine nucleotide biosynthetic process	
CNAG_07505	CNAG_07505-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07505	CNAG_07505-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07506	CNAG_07506-t26_1	FAP1	capsule organization, melanin biosynthetic process	GO:0045230, GO:0042438	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_07507	CNAG_07507-t26_1	STE50	mating	GO:0007618	N/A	C. neoformans var. grubii H99	GO:0007165	signal transduction	
CNAG_07508	CNAG_07508-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07509	CNAG_07509-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07510	CNAG_07510-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009058, GO:0008610	biosynthetic process, lipid biosynthetic process	
CNAG_07511	CNAG_07511-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07512	CNAG_07512-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07513	CNAG_07513-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07514	CNAG_07514-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0032012	regulation of ARF protein signal transduction	
CNAG_07515	CNAG_07515-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07516	CNAG_07516-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07517	CNAG_07517-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07518	CNAG_07518-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008033	tRNA processing	
CNAG_07519	CNAG_07519-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_07520	CNAG_07520-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_07520	CNAG_07520-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_07520	CNAG_07520-t26_3	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_07521	CNAG_07521-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07522	CNAG_07522-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07523	CNAG_07523-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07524	CNAG_07524-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0032264	IMP salvage	
CNAG_07525	CNAG_07525-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07526	CNAG_07526-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07527	CNAG_07527-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07528	CNAG_07528-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07529	CNAG_07529-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009097	isoleucine biosynthetic process	
CNAG_07530	CNAG_07530-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07531	CNAG_07531-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006543, GO:0042823	glutamine catabolic process, pyridoxal phosphate biosynthetic process	
CNAG_07532	CNAG_07532-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07533	CNAG_07533-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07534	CNAG_07534-t26_1	TRS130	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07535	CNAG_07535-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006412	translation	
CNAG_07536	CNAG_07536-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006351	transcription, DNA-templated	
CNAG_07537	CNAG_07537-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07537	CNAG_07537-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07538	CNAG_07538-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_07539	CNAG_07539-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006260	DNA replication	
CNAG_07540	CNAG_07540-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07541	CNAG_07541-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07542	CNAG_07542-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07544	CNAG_07544-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07545	CNAG_07545-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	
CNAG_07545	CNAG_07545-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	
CNAG_07546	CNAG_07546-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006415	translational termination	
CNAG_07547	CNAG_07547-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07548	CNAG_07548-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07549	CNAG_07549-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07550	CNAG_07550-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07551	CNAG_07551-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07551	CNAG_07551-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07552	CNAG_07552-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07553	CNAG_07553-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07554	CNAG_07554-t26_1	CAP10	capsule organization, cell growth, copper ion import, melanin biosynthetic process	GO:0045230, GO:0016049, GO:0015677, GO:0042438	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07555	CNAG_07555-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07555	CNAG_07555-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07556	CNAG_07556-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07557	CNAG_07557-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07558	CNAG_07558-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07559	CNAG_07559-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0005975	carbohydrate metabolic process	
CNAG_07560	CNAG_07560-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_07561	CNAG_07561-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114, GO:0006098	oxidation-reduction process, pentose-phosphate shunt	
CNAG_07562	CNAG_07562-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07563	CNAG_07563-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006424, GO:0043039	glutamyl-tRNA aminoacylation, tRNA aminoacylation	
CNAG_07564	CNAG_07564-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07565	CNAG_07565-t26_1	TAF9	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006352	DNA-templated transcription, initiation	
CNAG_07566	CNAG_07566-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0043087	regulation of GTPase activity	
CNAG_07567	CNAG_07567-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07570	CNAG_07570-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006810, GO:0016192	transport, vesicle-mediated transport	
CNAG_07571	CNAG_07571-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07572	CNAG_07572-t26_1	ELP3	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07573	CNAG_07573-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0071897, GO:0006310, GO:0006281	DNA biosynthetic process, DNA recombination, DNA repair	
CNAG_07573	CNAG_07573-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0071897, GO:0006310, GO:0006281	DNA biosynthetic process, DNA recombination, DNA repair	
CNAG_07574	CNAG_07574-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07575	CNAG_07575-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07575	CNAG_07575-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07576	CNAG_07576-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07577	CNAG_07577-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07578	CNAG_07578-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07579	CNAG_07579-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006529	asparagine biosynthetic process	
CNAG_07580	CNAG_07580-t26_1	LPI7	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0032259, GO:0006468	methylation, protein phosphorylation	
CNAG_07582	CNAG_07582-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07583	CNAG_07583-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	
CNAG_07583	CNAG_07583-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	
CNAG_07584	CNAG_07584-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07585	CNAG_07585-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07586	CNAG_07586-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07587	CNAG_07587-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07588	CNAG_07588-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07589	CNAG_07589-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_07590	CNAG_07590-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0015991	ATP hydrolysis coupled proton transport	
CNAG_07591	CNAG_07591-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_07592	CNAG_07592-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07593	CNAG_07593-t26_1	YAP4	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_07594	CNAG_07594-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07595	CNAG_07595-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07596	CNAG_07596-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07597	CNAG_07597-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07597	CNAG_07597-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07598	CNAG_07598-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006886	intracellular protein transport	
CNAG_07599	CNAG_07599-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006298	mismatch repair	
CNAG_07600	CNAG_07600-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0005975	carbohydrate metabolic process	
CNAG_07601	CNAG_07601-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07601	CNAG_07601-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07604	CNAG_07604-t26_1	FRE5	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_07605	CNAG_07605-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07607	CNAG_07607-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07608	CNAG_07608-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07609	CNAG_07609-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07610	CNAG_07610-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_07611	CNAG_07611-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
